day_crash,hour_crash,road_type,road_condition,weather_condition,visibility,type_vehicle,gender,age,outcome
1,Day,Asphalt,Wet or Damaged,Clear,1,bus,female,33.972570428934546,0
2,Day,Asphalt,Dry,Clear,2,bus,female,39.03268269261959,0
7,Day,Soil,Wet or Damaged,Unclear,1,car,female,40.3580731589795,0
1,Day,Asphalt,Dry,Clear,1,truck,male,32.017574322132795,0
3,Day,Asphalt,Dry,Clear,1,car,female,22.82308169292857,0
4,Day,Asphalt,Dry,Clear,4,car,male,38.009334400749474,0
1,Dawn,Asphalt,Dry,Clear,1,truck,male,33.9827171651346,0
6,Night,Asphalt,Dry,Clear,1,car,male,47.86623213143477,0
7,Day,Asphalt,Dry,Clear,1,motorcycle,male,25.74159945329953,0
7,Night,Soil,Dry,Clear,3,bus,male,32.14411629403109,1
6,Day,Asphalt,Dry,Clear,2,car,female,54.39733306437657,0
7,Day,Asphalt,Dry,Unclear,3,car,female,25.192721436674574,0
4,Day,Asphalt,Dry,Clear,1,car,female,42.30067522602102,0
5,Day,Asphalt,Dry,Clear,1,truck,male,20.230479190523987,0
7,Dawn,Soil,Wet or Damaged,Clear,3,car,female,39.90634416598556,0
7,Day,Soil,Wet or Damaged,Clear,1,car,male,46.38899148497032,0
5,Night,Asphalt,Dry,Clear,1,car,male,58.05479715909236,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,18.0,0
7,Dawn,Asphalt,Dry,Clear,1,bus,male,41.05445251718965,0
2,Day,Asphalt,Dry,Clear,1,car,male,24.7107033992015,0
5,Day,Asphalt,Wet or Damaged,Clear,2,bus,male,31.271523215257762,0
3,Day,Asphalt,Dry,Clear,4,car,male,47.27780513346933,0
7,Dawn,Asphalt,Dry,Clear,2,car,male,41.7135040252047,0
2,Day,Asphalt,Wet or Damaged,Clear,1,truck,male,48.841474467758786,0
1,Day,Asphalt,Dry,Clear,1,car,male,24.620225721119418,0
5,Day,Asphalt,Dry,Clear,2,bus,female,46.010734571348664,0
2,Day,Asphalt,Wet or Damaged,Clear,1,car,male,41.11379952992202,0
1,Day,Asphalt,Dry,Clear,1,car,male,25.176188417316308,0
2,Night,Asphalt,Wet or Damaged,Clear,2,car,male,48.38687437782332,0
1,Day,Asphalt,Dry,Clear,2,motorcycle,male,38.63942404796273,0
5,Day,Soil,Dry,Clear,4,truck,male,44.11606504066819,0
6,Night,Asphalt,Dry,Clear,1,bus,female,32.06737716204881,0
5,Day,Asphalt,Dry,Clear,3,car,female,39.7887822475328,0
6,Day,Soil,Dry,Clear,1,car,male,25.116455842697924,0
5,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,25.903372629394404,0
2,Day,Asphalt,Dry,Unclear,1,motorcycle,male,28.355583020450645,0
6,Night,Asphalt,Wet or Damaged,Clear,1,bus,male,31.271303702560935,1
1,Day,Soil,Dry,Clear,3,truck,male,41.31391268541201,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,28.601462557594196,0
1,Night,Asphalt,Dry,Clear,1,car,male,37.32561410255052,0
4,Night,Soil,Dry,Clear,2,bus,male,58.224144375763125,0
6,Day,Asphalt,Dry,Clear,1,bus,male,44.6071623564735,0
6,Day,Soil,Wet or Damaged,Clear,1,car,male,33.49886258810595,0
2,Day,Asphalt,Wet or Damaged,Clear,1,truck,male,33.22963140155925,0
1,Night,Asphalt,Wet or Damaged,Clear,3,bus,male,48.57725293962428,1
1,Night,Asphalt,Dry,Clear,2,car,male,28.47414461238339,0
2,Day,Asphalt,Wet or Damaged,Clear,1,bus,male,48.264016274371116,0
3,Day,Asphalt,Dry,Clear,3,truck,male,32.75522039993041,0
4,Night,Asphalt,Dry,Clear,3,car,male,28.374999831039723,0
6,Night,Asphalt,Dry,Clear,1,car,male,33.753044791721216,0
4,Night,Asphalt,Dry,Clear,1,truck,male,51.82985352929112,0
4,Day,Asphalt,Dry,Clear,3,motorcycle,female,29.77031176839254,0
4,Night,Soil,Dry,Clear,1,bus,male,42.52479009284942,0
3,Dawn,Asphalt,Dry,Clear,1,bus,male,37.49094506052252,0
1,Day,Asphalt,Dry,Clear,1,bus,male,35.27098190142475,0
4,Day,Asphalt,Dry,Clear,1,truck,female,46.32461287052939,0
4,Day,Asphalt,Dry,Clear,1,truck,female,53.41094063506727,0
1,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,32.47027929572898,0
3,Night,Asphalt,Wet or Damaged,Unclear,4,car,male,30.826010478337217,1
6,Day,Asphalt,Dry,Clear,1,car,male,34.381960154640005,0
3,Day,Asphalt,Dry,Clear,1,car,female,28.430780374020486,0
5,Day,Asphalt,Dry,Clear,1,motorcycle,male,49.90520138049026,0
6,Day,Asphalt,Dry,Clear,4,truck,male,43.04779824741635,0
3,Day,Asphalt,Dry,Clear,1,car,female,18.0,0
5,Night,Asphalt,Dry,Unclear,1,truck,male,20.52938316033011,0
6,Night,Asphalt,Dry,Clear,1,truck,male,35.26501588576922,0
2,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,36.85099475823003,0
2,Night,Soil,Dry,Clear,1,bus,male,21.142821801920416,0
7,Day,Asphalt,Dry,Clear,2,truck,male,31.140570229075173,0
1,Day,Asphalt,Dry,Clear,3,car,male,25.023736379178708,0
1,Night,Asphalt,Wet or Damaged,Clear,1,car,male,38.375922559380484,0
6,Night,Soil,Dry,Clear,1,motorcycle,male,51.75362366934293,0
7,Day,Asphalt,Dry,Clear,4,truck,female,25.63678296846502,0
1,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,33.566238309311096,0
7,Day,Asphalt,Dry,Clear,1,truck,male,41.06720523330491,0
2,Day,Asphalt,Dry,Clear,1,truck,female,32.06439761980049,0
6,Dawn,Asphalt,Dry,Clear,1,motorcycle,male,35.03480749856919,0
4,Day,Asphalt,Wet or Damaged,Unclear,1,motorcycle,male,48.48567706090174,1
6,Day,Asphalt,Dry,Clear,1,car,male,24.35446132646312,0
7,Night,Asphalt,Dry,Clear,1,bus,male,46.71559643918214,0
6,Day,Asphalt,Dry,Unclear,3,bus,female,47.9250744111088,1
7,Dawn,Asphalt,Wet or Damaged,Clear,1,car,male,18.15162257836076,0
1,Night,Soil,Wet or Damaged,Clear,1,truck,male,30.567887045888273,0
7,Night,Asphalt,Dry,Clear,2,car,female,38.01183642296889,0
6,Day,Soil,Wet or Damaged,Clear,3,motorcycle,male,32.73657076604805,1
3,Day,Asphalt,Dry,Unclear,2,truck,male,42.07179817875088,0
3,Dawn,Asphalt,Dry,Clear,1,bus,female,50.729320549917055,0
1,Day,Soil,Dry,Clear,1,motorcycle,male,31.30926408181331,0
5,Day,Asphalt,Dry,Clear,1,car,male,21.971948819432033,0
3,Day,Asphalt,Dry,Clear,1,car,male,34.378522925143734,0
7,Night,Soil,Dry,Clear,1,motorcycle,male,46.236249829410426,0
4,Day,Asphalt,Dry,Clear,3,motorcycle,male,32.7936002131008,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,truck,male,42.368651723491155,0
2,Day,Asphalt,Dry,Clear,2,bus,female,47.6030562526029,0
3,Night,Asphalt,Dry,Clear,2,bus,female,35.28040760702715,0
6,Day,Soil,Dry,Clear,1,car,male,32.50265268229543,0
2,Night,Asphalt,Dry,Clear,1,car,male,40.023457538649076,0
4,Day,Asphalt,Dry,Clear,3,car,female,21.146470144048944,0
4,Day,Asphalt,Dry,Clear,2,truck,male,37.74136727729442,0
6,Day,Asphalt,Dry,Clear,1,car,female,32.43773289811603,0
7,Day,Soil,Wet or Damaged,Clear,3,truck,female,24.390629898188845,0
6,Day,Asphalt,Dry,Clear,2,bus,female,43.17956991490837,0
2,Night,Asphalt,Dry,Clear,1,car,female,58.87228904735122,0
1,Day,Asphalt,Dry,Clear,1,car,male,49.0887325570589,0
2,Day,Asphalt,Dry,Unclear,1,truck,male,35.3010962587035,0
7,Day,Asphalt,Dry,Clear,1,car,male,28.72147345220825,0
1,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,30.773635239387552,0
3,Dawn,Asphalt,Dry,Clear,1,car,male,50.729200013225324,0
2,Day,Asphalt,Wet or Damaged,Unclear,3,car,male,46.27373983616701,1
4,Night,Asphalt,Dry,Clear,1,car,male,31.065989718063467,0
3,Day,Asphalt,Dry,Clear,1,car,male,43.6658571965225,0
6,Day,Asphalt,Dry,Clear,1,motorcycle,female,25.481346411016162,0
7,Day,Soil,Dry,Clear,1,car,male,22.22585160302455,0
6,Night,Asphalt,Dry,Clear,1,car,male,32.962189594951695,0
5,Dawn,Asphalt,Dry,Unclear,3,car,male,44.495023156073,0
1,Dawn,Asphalt,Dry,Clear,2,car,male,45.23008749401641,0
4,Day,Asphalt,Dry,Clear,1,car,male,40.81065390822839,0
7,Day,Asphalt,Dry,Clear,1,car,male,38.69050939832998,0
6,Day,Soil,Dry,Clear,1,car,male,30.017967822037598,0
4,Night,Asphalt,Dry,Unclear,1,truck,male,48.34934069211036,0
2,Night,Asphalt,Dry,Clear,1,truck,female,18.0,0
7,Day,Asphalt,Wet or Damaged,Unclear,1,bus,female,46.379615725498184,1
6,Day,Asphalt,Dry,Unclear,1,truck,male,27.31717429260795,0
2,Day,Soil,Wet or Damaged,Clear,1,car,male,43.423760669164395,0
5,Night,Asphalt,Wet or Damaged,Clear,3,truck,male,29.902269963836325,1
2,Day,Soil,Wet or Damaged,Clear,2,car,male,46.27623685891701,0
1,Day,Asphalt,Wet or Damaged,Clear,1,car,female,49.24501854534337,0
7,Day,Asphalt,Dry,Clear,1,motorcycle,male,26.89578928425092,0
5,Night,Asphalt,Dry,Clear,1,car,female,35.72301182676371,0
6,Night,Asphalt,Dry,Clear,3,car,male,33.93021062829208,0
5,Day,Soil,Dry,Clear,2,bus,male,27.911137356986846,0
4,Day,Asphalt,Dry,Clear,1,car,male,40.087408915190224,0
6,Night,Asphalt,Dry,Clear,3,car,male,30.213870511070454,0
7,Night,Asphalt,Dry,Unclear,1,car,male,39.71060701418296,0
2,Day,Soil,Dry,Clear,1,motorcycle,male,32.20218964275597,0
5,Night,Asphalt,Dry,Clear,1,motorcycle,male,47.69716208814482,0
2,Day,Asphalt,Wet or Damaged,Unclear,1,bus,male,18.0,1
6,Day,Asphalt,Dry,Unclear,1,car,male,41.009387078203886,0
6,Night,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,18.0,1
4,Day,Asphalt,Dry,Clear,3,car,male,23.20056674188351,0
6,Day,Soil,Wet or Damaged,Clear,1,truck,male,28.94637296418221,0
7,Day,Asphalt,Dry,Clear,2,car,male,42.66074981119396,0
5,Day,Asphalt,Dry,Clear,1,bus,male,34.39675476473483,0
6,Day,Asphalt,Dry,Clear,1,truck,male,43.84576170751125,0
6,Day,Asphalt,Dry,Clear,2,truck,male,36.543672190190435,0
6,Day,Asphalt,Dry,Clear,3,car,male,24.57486851098181,0
1,Day,Soil,Dry,Unclear,3,car,female,37.1923558275776,0
5,Night,Asphalt,Wet or Damaged,Clear,1,car,male,63.62773831029539,0
7,Day,Asphalt,Dry,Clear,3,bus,male,45.09046891639475,0
3,Day,Asphalt,Dry,Clear,4,motorcycle,male,30.110361487364674,0
7,Dawn,Asphalt,Dry,Clear,1,car,female,40.337731500661945,0
3,Day,Asphalt,Dry,Unclear,4,truck,male,36.461417343115684,0
1,Night,Soil,Dry,Clear,2,car,male,18.0,0
4,Night,Asphalt,Dry,Clear,1,bus,male,29.81826243372542,0
4,Day,Asphalt,Dry,Clear,2,truck,male,48.829869397401076,0
3,Night,Asphalt,Dry,Clear,1,car,male,41.259821371741936,0
1,Day,Asphalt,Wet or Damaged,Unclear,1,truck,male,31.489828120274808,0
5,Night,Soil,Wet or Damaged,Clear,2,bus,male,18.0,1
6,Day,Asphalt,Wet or Damaged,Clear,1,bus,female,24.713421766238124,0
2,Day,Asphalt,Wet or Damaged,Clear,2,motorcycle,male,44.49659279946604,0
6,Dawn,Asphalt,Dry,Clear,2,car,female,45.05447873894468,0
1,Day,Asphalt,Wet or Damaged,Clear,4,car,male,40.857548425510736,0
6,Dawn,Asphalt,Dry,Clear,1,bus,male,63.93726696848689,0
3,Night,Asphalt,Dry,Clear,2,bus,male,41.98518086255466,0
5,Night,Asphalt,Dry,Clear,1,bus,male,29.53587000303591,0
2,Day,Asphalt,Dry,Clear,2,motorcycle,male,45.22802819689118,0
2,Day,Soil,Dry,Clear,1,car,male,28.125668323142673,0
5,Day,Asphalt,Dry,Clear,4,car,male,33.063417253229495,0
4,Night,Soil,Dry,Clear,2,car,male,35.62594007015113,0
5,Day,Asphalt,Dry,Unclear,2,car,male,26.07967996042266,0
3,Day,Asphalt,Dry,Clear,3,bus,female,18.0,0
2,Day,Asphalt,Dry,Clear,1,car,male,43.647126714516254,0
4,Dawn,Soil,Wet or Damaged,Clear,2,truck,male,34.60857937126235,0
2,Night,Asphalt,Dry,Clear,1,car,male,21.65835097145956,0
1,Dawn,Asphalt,Wet or Damaged,Clear,4,car,male,28.97699483140368,0
2,Day,Asphalt,Wet or Damaged,Clear,2,car,female,18.85629917495742,0
1,Day,Asphalt,Dry,Unclear,1,car,male,23.551305554318187,0
5,Day,Asphalt,Dry,Clear,1,truck,male,30.99430652095255,0
7,Night,Soil,Dry,Unclear,2,car,female,20.946826173815236,0
4,Day,Soil,Dry,Clear,3,car,female,46.33638156461241,0
5,Day,Asphalt,Dry,Clear,1,bus,female,48.507369824856596,0
1,Day,Soil,Wet or Damaged,Clear,2,car,male,23.825091112080546,0
1,Day,Asphalt,Dry,Clear,4,car,male,23.039107375014286,0
3,Night,Soil,Wet or Damaged,Unclear,1,bus,male,42.4613903588844,1
7,Night,Asphalt,Dry,Clear,2,bus,male,41.62859939299325,0
4,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,51.83200515146484,0
7,Day,Soil,Dry,Clear,1,car,male,26.72621927811865,0
5,Day,Asphalt,Dry,Clear,3,bus,male,29.504110319418874,0
6,Day,Asphalt,Dry,Clear,1,truck,male,31.936914488570498,0
7,Day,Asphalt,Dry,Clear,1,car,male,51.69909929711248,0
6,Day,Asphalt,Dry,Clear,1,motorcycle,male,38.91671383482692,0
2,Night,Soil,Dry,Clear,1,car,male,61.30384857204234,0
4,Day,Soil,Dry,Clear,3,car,male,33.613924269875966,0
7,Night,Asphalt,Dry,Clear,1,truck,male,49.96893095166065,0
6,Day,Asphalt,Wet or Damaged,Unclear,1,motorcycle,male,41.914339982254,1
1,Night,Soil,Dry,Clear,1,car,male,35.0583162505233,0
7,Day,Asphalt,Dry,Clear,3,car,male,28.534720834210653,0
5,Day,Asphalt,Wet or Damaged,Clear,1,truck,male,26.333560626542894,0
7,Day,Asphalt,Dry,Clear,1,truck,female,43.39812181254472,0
3,Day,Soil,Dry,Clear,3,bus,female,23.381965033653216,0
4,Night,Asphalt,Dry,Clear,1,car,female,40.17718903657878,0
6,Night,Asphalt,Dry,Clear,3,car,male,38.15899848755663,0
6,Dawn,Asphalt,Dry,Clear,1,motorcycle,male,42.40471902045295,0
1,Night,Asphalt,Dry,Clear,2,car,male,29.01286939690104,0
4,Night,Asphalt,Dry,Clear,2,truck,male,42.90783190134305,0
5,Night,Asphalt,Dry,Unclear,1,car,male,27.520744802598166,0
4,Day,Asphalt,Dry,Clear,2,car,male,36.281748806477935,0
4,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,51.80123676458942,0
6,Day,Soil,Dry,Clear,2,car,female,42.80662178476165,0
7,Dawn,Soil,Dry,Clear,1,car,female,36.55855450121546,0
5,Night,Asphalt,Dry,Clear,1,car,male,33.2024969025172,0
2,Day,Asphalt,Dry,Clear,2,car,male,41.12521199323239,0
2,Night,Asphalt,Dry,Clear,1,car,female,45.501924401587615,0
4,Day,Asphalt,Dry,Unclear,1,car,male,40.14693818053555,0
1,Night,Asphalt,Wet or Damaged,Unclear,2,truck,male,27.60915020612344,1
1,Day,Asphalt,Dry,Clear,2,motorcycle,male,21.821071591258143,0
2,Night,Asphalt,Wet or Damaged,Clear,2,bus,male,18.0,1
5,Day,Asphalt,Dry,Clear,3,motorcycle,female,31.703120376322786,0
4,Day,Soil,Dry,Clear,2,car,male,18.885409335015126,0
3,Night,Asphalt,Dry,Clear,2,truck,male,49.54280928626329,0
4,Day,Asphalt,Dry,Clear,2,truck,male,49.11512410787576,0
5,Day,Asphalt,Dry,Unclear,1,truck,male,30.11105097606511,0
6,Night,Asphalt,Dry,Clear,2,car,male,25.871807762225146,0
4,Day,Asphalt,Dry,Unclear,1,car,male,47.62689693132701,0
1,Dawn,Asphalt,Dry,Clear,1,motorcycle,female,66.63994533763118,0
3,Day,Soil,Dry,Clear,1,car,male,18.0,0
7,Night,Asphalt,Dry,Clear,3,car,female,47.73104668264881,0
3,Night,Asphalt,Dry,Clear,2,car,male,22.90274350709604,0
6,Day,Soil,Wet or Damaged,Clear,1,car,male,26.420510021014557,0
4,Night,Soil,Dry,Clear,1,motorcycle,male,52.293061564828896,0
6,Dawn,Soil,Wet or Damaged,Clear,2,car,male,18.0,0
4,Day,Asphalt,Dry,Clear,1,car,male,33.36511526855504,0
4,Day,Soil,Wet or Damaged,Clear,1,truck,male,33.63957566896246,0
2,Night,Asphalt,Wet or Damaged,Clear,4,car,male,44.32429970693207,1
1,Day,Asphalt,Dry,Clear,3,car,female,29.8516933764771,0
6,Night,Soil,Dry,Clear,1,car,female,21.694553195737036,0
4,Day,Asphalt,Wet or Damaged,Clear,1,car,female,31.229632664517716,0
5,Day,Asphalt,Dry,Clear,1,car,male,18.0,0
5,Night,Asphalt,Dry,Clear,1,motorcycle,female,29.535998132164814,0
6,Dawn,Asphalt,Dry,Clear,2,car,male,29.02336736205818,0
4,Day,Asphalt,Wet or Damaged,Clear,1,car,male,18.0,0
5,Night,Soil,Wet or Damaged,Clear,1,motorcycle,male,26.99496895837042,1
1,Night,Asphalt,Dry,Clear,2,car,male,27.47867999103457,0
7,Day,Soil,Dry,Clear,1,car,male,32.37409728382906,0
4,Day,Soil,Dry,Clear,1,motorcycle,male,28.64367397058039,0
6,Day,Soil,Dry,Unclear,1,bus,male,37.79818341177151,0
4,Night,Asphalt,Dry,Unclear,1,car,female,48.242540810294884,0
7,Day,Soil,Dry,Unclear,2,bus,male,29.93570727130094,0
6,Day,Asphalt,Dry,Clear,1,car,male,30.157109742257795,0
6,Day,Asphalt,Dry,Clear,1,car,male,28.90466566494272,0
5,Night,Asphalt,Dry,Clear,1,bus,male,49.606891010389575,0
6,Night,Asphalt,Dry,Clear,3,car,male,55.767524473340785,0
2,Day,Asphalt,Dry,Clear,1,car,female,31.61016514911775,0
4,Night,Asphalt,Dry,Clear,1,truck,male,39.753982292338165,0
1,Day,Soil,Wet or Damaged,Clear,1,car,male,18.0,0
3,Day,Asphalt,Dry,Clear,2,motorcycle,female,18.0,0
5,Day,Soil,Dry,Clear,1,truck,male,18.0,0
6,Night,Asphalt,Dry,Clear,3,bus,male,33.77412228442353,1
1,Night,Asphalt,Dry,Clear,1,car,male,34.38071861101634,0
3,Day,Asphalt,Dry,Clear,2,car,male,32.583969401376024,0
7,Day,Asphalt,Wet or Damaged,Unclear,3,car,male,24.046555124096557,1
5,Night,Asphalt,Dry,Unclear,2,bus,male,30.036775877893696,1
1,Day,Asphalt,Dry,Unclear,1,car,female,45.351767413343126,0
1,Day,Soil,Dry,Clear,1,car,male,29.65122788103951,0
7,Night,Asphalt,Dry,Clear,1,truck,male,36.059427780057746,0
2,Day,Asphalt,Dry,Clear,2,bus,female,45.446156762665694,0
3,Day,Asphalt,Dry,Clear,4,car,male,21.597352714641104,0
7,Day,Asphalt,Wet or Damaged,Clear,1,car,male,18.330887550192642,0
1,Day,Asphalt,Dry,Clear,2,motorcycle,male,23.254424880759156,0
4,Day,Asphalt,Dry,Clear,1,car,male,34.03547089696837,0
4,Night,Asphalt,Dry,Clear,2,car,female,44.40024017385506,0
2,Night,Asphalt,Dry,Unclear,1,bus,female,30.062855562711942,1
3,Night,Asphalt,Dry,Clear,1,motorcycle,female,32.22017014235082,0
7,Night,Soil,Dry,Clear,1,car,female,42.789655856547306,0
7,Night,Asphalt,Dry,Clear,1,motorcycle,male,18.0,0
3,Dawn,Soil,Dry,Clear,2,truck,male,47.415252250348324,0
6,Day,Asphalt,Dry,Clear,1,truck,female,42.37752599134214,0
3,Day,Soil,Dry,Clear,1,car,male,37.61847167633347,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,bus,male,24.884977815027867,1
2,Day,Asphalt,Dry,Clear,3,motorcycle,male,18.0,0
7,Day,Asphalt,Dry,Clear,3,truck,male,31.21674141030932,0
4,Day,Asphalt,Dry,Clear,2,bus,female,44.50995364837363,0
4,Night,Soil,Dry,Clear,4,car,male,39.55688780410378,0
2,Day,Asphalt,Dry,Clear,3,car,male,18.0,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,55.18183438100941,0
3,Night,Asphalt,Dry,Clear,1,car,male,37.02028321134975,0
5,Night,Asphalt,Wet or Damaged,Clear,1,motorcycle,female,35.555550474322715,1
3,Day,Asphalt,Dry,Clear,2,car,female,46.93003518276717,0
2,Day,Soil,Dry,Clear,1,bus,female,51.00469256789282,0
7,Night,Asphalt,Dry,Clear,1,motorcycle,male,25.198704317453924,0
4,Day,Asphalt,Wet or Damaged,Clear,3,motorcycle,female,28.871304604207715,1
2,Day,Asphalt,Dry,Clear,3,car,male,18.0,0
1,Day,Asphalt,Dry,Clear,1,truck,male,18.0,0
5,Night,Asphalt,Wet or Damaged,Clear,3,car,male,18.83359406175113,1
6,Day,Asphalt,Dry,Clear,2,truck,male,18.482787767405867,0
7,Day,Asphalt,Dry,Clear,3,car,female,30.051274535919998,0
5,Day,Asphalt,Dry,Clear,1,truck,male,46.170823639549525,0
7,Day,Asphalt,Dry,Clear,3,truck,female,30.472105809557856,0
4,Day,Asphalt,Dry,Clear,2,truck,female,23.79303730826905,0
7,Dawn,Soil,Dry,Clear,2,car,male,36.91452287643736,0
4,Night,Asphalt,Wet or Damaged,Unclear,1,car,female,26.179237033966295,1
5,Day,Asphalt,Dry,Clear,2,car,male,37.36845730929234,0
2,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,31.02291799237292,0
7,Dawn,Asphalt,Wet or Damaged,Clear,1,truck,male,42.666796730091264,0
4,Day,Asphalt,Dry,Clear,2,motorcycle,male,48.74962521874119,0
6,Day,Asphalt,Dry,Clear,2,car,female,67.63894571200942,0
5,Day,Asphalt,Dry,Clear,4,car,female,37.83203637536477,0
2,Night,Asphalt,Dry,Clear,1,truck,male,29.011198777224315,0
6,Day,Asphalt,Dry,Clear,1,car,female,39.50330705826483,0
3,Night,Soil,Dry,Clear,1,car,male,40.632677994634214,0
2,Day,Asphalt,Dry,Clear,2,motorcycle,female,37.31111805271918,0
7,Day,Soil,Dry,Unclear,1,car,male,25.78556232797274,0
1,Night,Soil,Dry,Clear,1,car,male,55.110861720334114,0
3,Day,Soil,Dry,Clear,1,truck,male,47.57064534001892,0
3,Day,Asphalt,Dry,Clear,1,truck,male,30.801326912820336,0
4,Day,Asphalt,Dry,Clear,1,car,female,31.8833977512176,0
6,Dawn,Asphalt,Dry,Clear,1,car,male,33.419088311632194,0
5,Day,Asphalt,Dry,Clear,1,car,male,23.920722604204315,0
1,Day,Asphalt,Dry,Clear,2,motorcycle,female,24.07779918421759,0
2,Night,Asphalt,Dry,Clear,1,motorcycle,female,18.0,0
2,Night,Soil,Wet or Damaged,Clear,1,bus,male,42.66609803288714,1
4,Night,Asphalt,Dry,Clear,1,truck,male,35.17334922447978,0
7,Day,Asphalt,Dry,Clear,3,car,male,44.166357807770424,0
4,Night,Asphalt,Dry,Clear,1,bus,female,40.959566704401794,0
3,Dawn,Asphalt,Dry,Clear,1,car,male,41.60471009274935,0
3,Day,Asphalt,Dry,Clear,1,car,female,51.43412170889938,0
1,Day,Asphalt,Wet or Damaged,Clear,1,car,male,49.36033739353303,0
4,Night,Asphalt,Dry,Clear,1,car,female,21.737340732357964,0
1,Night,Asphalt,Dry,Clear,1,car,female,30.024160066413874,0
3,Day,Asphalt,Dry,Clear,1,truck,male,51.77990252852135,0
2,Dawn,Soil,Dry,Unclear,1,truck,female,44.77004318364782,0
1,Night,Soil,Dry,Unclear,3,car,male,29.78683327091019,1
6,Day,Asphalt,Dry,Unclear,1,truck,male,57.165715942353295,0
5,Dawn,Asphalt,Wet or Damaged,Clear,3,car,male,47.0998868366086,0
4,Night,Asphalt,Wet or Damaged,Unclear,1,car,male,22.59936230603465,1
1,Night,Soil,Wet or Damaged,Clear,4,truck,female,42.40066828295619,1
4,Night,Asphalt,Wet or Damaged,Clear,1,bus,male,28.887112269909345,1
7,Day,Asphalt,Wet or Damaged,Clear,2,bus,male,43.09614489000408,0
2,Day,Asphalt,Wet or Damaged,Clear,1,truck,female,29.77935545540753,0
6,Night,Asphalt,Dry,Clear,1,bus,male,22.055143131337843,0
4,Day,Asphalt,Dry,Clear,2,truck,female,52.69229874674224,0
5,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,36.58358667922286,0
2,Day,Asphalt,Dry,Clear,4,bus,male,51.17446477631175,0
7,Dawn,Asphalt,Dry,Clear,1,car,female,18.0,0
